3,8,16-Task4
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
711.8,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,6111.125,6052.872,5764.658,5644.348,6045.008,5937.376,5930.918,4868.016,0,1,0.4136622,0.09456009,-0.06012962,6.102629E-07,-1.11236E-06,-1.948994E-06,1,1,0,0,0,1,1,1,0,0,0,5.940469E-07,-1.082794E-06,-1.897301E-06,1,1,0,0,0,1,2,1,1.132186,0.06867994,0.2111631,5.977013E-07,-1.089606E-06,-1.90712E-06,1,1,0,0,0,1
711.8503,0,0,0,1.103398E-09,-1.706659E-08,1.268691E-08,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,150.1863,180.2603,174.7813,167.3395,152.4163,141.6837,133.3154,152.6094,0,1,0,0,0,5.680623E-11,-1.144247E-09,2.485806E-09,1,1,0,0,0,1,1,1,0,0,0,3.220947E-10,-5.879718E-09,2.0011E-08,1,1,0,0,0,1,2,1,0,0,0,7.244968E-10,-1.004263E-08,-9.809894E-09,1,1,0,0,0,1
711.9,0,0,0,6.569387E-09,-4.377686E-08,-7.267727E-08,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,145.6352,174.7979,169.4848,162.2686,147.7977,137.3903,129.2756,147.9848,0,1,0,0,0,2.291134E-09,-1.526508E-08,-5.045769E-08,1,1,0,0,0,1,1,1,0,0,0,1.803376E-09,-5.357491E-09,-1.050227E-08,1,1,0,0,0,1,2,1,0,0,0,1.371471E-09,-6.087727E-09,-2.440421E-08,1,1,0,0,0,1
711.9501,0,0,0,1.093415E-08,-5.147279E-08,-1.218829E-07,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,159.2885,191.1852,185.3741,177.4812,161.6537,150.2706,141.3951,161.8584,0,1,0,0,0,1.402211E-09,-3.396347E-09,-1.199244E-08,1,1,0,0,0,1,1,1,0,0,0,1.481272E-09,-2.149799E-09,-1.860653E-08,1,1,0,0,0,1,2,1,0,0,0,1.481272E-09,-2.149799E-09,-1.860653E-08,1,1,0,0,0,1
712.0001,0,0,0,1.45779E-08,-6.800279E-08,-1.442874E-07,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,163.8396,196.6476,190.6705,182.5521,166.2724,154.5641,145.435,166.483,0,1,0,0,0,1.218073E-09,-5.036521E-09,-5.283501E-09,1,1,0,0,0,1,1,1,0,0,0,1.031396E-09,-5.904093E-09,-1.030074E-08,1,1,0,0,0,1,2,1,0,0,0,1.394271E-09,-5.589406E-09,-6.820197E-09,1,1,0,0,0,1
712.05,0,0,0,1.460995E-08,-2.954888E-08,-2.301505E-07,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,168.3907,202.11,195.9669,187.623,170.8911,158.8575,149.4749,171.1075,0,1,0,0,0,3.330232E-10,1.327806E-08,-2.744917E-08,1,1,0,0,0,1,1,1,0,0,0,5.188328E-11,1.145051E-08,-2.745246E-08,1,1,0,0,0,1,2,1,0,0,0,-3.528508E-10,1.372535E-08,-3.096141E-08,1,1,0,0,0,1
712.1003,0,0,0,1.663799E-08,3.548354E-08,-3.214693E-07,1,1,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,168.3907,202.11,195.9669,187.623,170.8911,158.8575,149.4749,171.1075,0,1,0,0,0,6.760121E-10,2.167747E-08,-3.04396E-08,1,1,0,0,0,1,1,1,0,0,0,6.760121E-10,2.167747E-08,-3.04396E-08,1,1,0,0,0,1,2,1,0,0,0,6.760121E-10,2.167747E-08,-3.04396E-08,1,1,0,0,0,1
712.1496,0,0,0,1.484626E-08,7.788817E-08,-3.706263E-07,1,1,0.05732327,0.7368125,-0.06297256,0.6707129,0,0,0,0,163.8396,196.6476,190.6705,182.5521,166.2724,154.5641,145.435,166.483,0,1,0,0,0,-5.833801E-10,1.352942E-08,-1.617445E-08,1,1,0,0,0,1,1,1,0,0,0,-5.833801E-10,1.352942E-08,-1.617445E-08,1,1,0,0,0,1,2,1,0,0,0,-6.24983E-10,1.534578E-08,-1.680818E-08,1,1,0,0,0,1
712.2006,0,0,0,6.262635E-09,9.950259E-08,-4.436116E-07,1,1,0.05732327,0.7368126,-0.06297256,0.6707129,0,0,0,0,177.4929,213.0349,206.5597,197.7648,180.1284,167.4444,157.5546,180.3565,0,1,0,0,0,-2.809906E-09,7.648079E-09,-2.329162E-08,1,1,0,0,0,1,1,1,0,0,0,-2.747011E-09,4.580635E-09,-2.35325E-08,1,1,0,0,0,1,2,1,0,0,0,-3.02671E-09,9.38576E-09,-2.616104E-08,1,1,0,0,0,1
712.2506,0,0,0,-3.675736E-10,9.347039E-08,-5.607093E-07,1,1,0.05732325,0.7368126,-0.06297253,0.6707129,0,0,0,0,172.9418,207.5725,201.2633,192.6939,175.5098,163.151,153.5147,175.732,0,1,0,0,0,-3.013245E-09,-7.714782E-10,-4.230942E-08,1,1,0,0,0,1,1,1,0,0,0,-1.655189E-09,-4.363908E-09,-3.601362E-08,1,1,0,0,0,1,2,1,0,0,0,-1.961789E-09,-8.967737E-10,-3.877467E-08,1,1,0,0,0,1
712.2996,0,0,0,-1.894182E-08,8.993879E-08,-7.378233E-07,1,1,0.05732324,0.7368126,-0.06297252,0.6707129,0,0,0,0,168.3907,202.11,195.9669,187.623,170.8911,158.8575,149.4749,171.1075,0,1,0,0,0,-6.002998E-09,-1.67156E-09,-5.454822E-08,1,1,0,0,0,1,1,1,0,0,0,-6.285648E-09,-9.299865E-10,-6.128285E-08,1,1,0,0,0,1,2,1,0,0,0,-6.285648E-09,-9.299865E-10,-6.128285E-08,1,1,0,0,0,1
712.3503,0,0,0,-3.627704E-08,7.346204E-08,-8.729698E-07,1,1,0.05732323,0.7368126,-0.06297251,0.6707129,0,0,0,0,172.9418,207.5725,201.2633,192.6939,175.5098,163.151,153.5147,175.732,0,1,0,0,0,-6.122676E-09,-5.836994E-09,-4.790277E-08,1,1,0,0,0,1,1,1,0,0,0,-5.606297E-09,-5.319861E-09,-4.362163E-08,1,1,0,0,0,1,2,1,0,0,0,-5.606297E-09,-5.319861E-09,-4.362163E-08,1,1,0,0,0,1
712.4001,0.0001234533,0.001648366,0.001396227,-4.798471E-08,4.225084E-08,-9.772289E-07,1,1,0.05731542,0.7368059,-0.06296252,0.6707218,0,0,0,0,172.9401,207.5705,201.2614,192.6921,175.5079,163.1494,153.5131,175.7309,0,1,0,0,0,-4.052031E-09,-1.174495E-08,-3.572267E-08,1,1,0,0,0,1,1,1,0,0,0,-3.603645E-09,-7.721296E-09,-3.2813E-08,1,1,0,0,0,1,2,1,0.0002420652,0.003232091,0.002737699,-4.052031E-09,-1.174495E-08,-3.572267E-08,1,1,0,0,0,1
712.4505,0.001675495,0.0636933,0.0328565,-5.151514E-08,6.338213E-08,-9.646601E-07,1,1,0.05681794,0.7365713,-0.06236305,0.6710778,0,0,0,0,163.6198,196.3776,190.39,182.2856,166.0042,154.3172,145.2061,166.3288,0,1,0,0,0,-1.176801E-09,7.043762E-09,4.189538E-09,1,1,0,0,0,1,1,1,0,0,0,-1.176801E-09,7.043762E-09,4.189538E-09,1,1,0,0,0,1,2,1,0.002296267,0.09383959,0.04695456,-1.176801E-09,7.043762E-09,4.189538E-09,1,1,0,0,0,1
712.5003,0.009948055,0.2250163,0.129793,-5.40039E-08,5.642015E-08,-1.011726E-06,1,0.9648251,0.05458819,0.7354262,-0.05967285,0.6727612,0,0,0,0,152.833,183.4091,177.6794,170.1255,154.745,143.8537,135.3725,155.8478,0,1,0,0,0,-8.527941E-10,-2.591198E-09,-1.628647E-08,1,0.9648251,0,0,0,1,1,1,0,0,0,-7.831655E-10,-1.77959E-09,-1.449251E-08,1,1,0,0,0,1,2,1,0.0113384,0.1903316,0.1205165,-8.527941E-10,-2.591198E-09,-1.628647E-08,1,1,0,0,0,1
712.5502,0.02319117,0.3968219,0.2513206,-5.149844E-08,4.394668E-08,-1.003358E-06,1,0.9243264,0.05039315,0.7329327,-0.05461869,0.6762299,0,0,0,0,144.3322,173.246,167.597,160.5391,145.6703,135.3944,127.3821,148.3944,0,1,0,0,0,8.05304E-10,-4.064464E-09,3.608823E-09,1,0.9580249,0,0,0,1,1,1,0,0,0,8.948443E-10,-4.344544E-09,1.150807E-09,1,1,0,0,0,1,2,1,0.01402655,0.1701646,0.1244835,8.05304E-10,-4.064464E-09,3.608823E-09,1,1,0,0,0,1
