1,3,Howell-CHIChallenge
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
67.55999,0.9697512,-0.1867664,-1.749777,0,0,0,1,1,0.1635921,0.08041812,-0.01338119,0.9831539,0,0,0,0,3.331396,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
67.60386,0.9556799,-0.1863131,-1.749344,-2.262418E-08,1.42499E-09,-1.0541E-09,1,1,0.1635474,0.0799863,-0.01330511,0.9831976,0,0,0,0,3.33106,0,0,0,1,0,0,0,-2.262417E-08,1.42499E-09,-1.0541E-09,1,1,0,0,0,1
67.65565,0.9533149,-0.1862369,-1.749271,-5.447218E-08,4.262599E-09,3.644602E-10,1,1,0.1634791,0.07946052,-0.01321139,0.9832528,0,0,0,0,3.330906,0,0,0,1,0,0,0,-3.1848E-08,2.837608E-09,1.41856E-09,1,1,0,0,0,1
67.70593,0.9529175,-0.1862241,-1.749259,-7.89765E-08,-7.95536E-09,-9.149438E-09,1,1,0.1634468,0.07905362,-0.01314062,0.9832919,0,0,0,0,3.330865,0,0,0,1,0,0,0,-2.45043E-08,-1.221796E-08,-9.513895E-09,1,1,0,0,0,1
67.755,0.9528506,-0.1862219,-1.749257,-7.885583E-08,-3.455516E-08,-1.185701E-08,1,1,0.1634571,0.0787889,-0.01309717,0.9833121,0,0,0,0,3.330856,0,0,0,1,0,0,0,1.206657E-10,-2.659979E-08,-2.70757E-09,1,1,0,0,0,1
67.8037,0.9528394,-0.1862216,-1.749256,-1.347174E-07,-1.990539E-08,-3.641736E-10,1,1,0.1634916,0.07862629,-0.01307279,0.9833197,0,0,0,0,3.330854,0,0,0,1,0,0,0,-5.586152E-08,1.464977E-08,1.149283E-08,1,1,0,0,0,1
67.85548,0.9528375,-0.1862215,-1.749256,-1.001771E-08,-2.154814E-08,-1.977638E-08,1,1,0.1635317,0.07852218,-0.01305867,0.9833215,0,0,0,0,3.330854,0,0,0,1,0,0,0,1.246997E-07,-1.642732E-09,-1.941221E-08,1,1,0,0,0,1
67.9043,0.9528372,-0.1862215,-1.749256,-5.666887E-08,-2.16002E-08,-1.666988E-08,1,1,0.163572,0.07845771,-0.01305118,0.98332,0,0,0,0,3.330854,0,0,0,1,0,0,0,-4.665115E-08,-5.206014E-11,3.106508E-09,1,1,0,0,0,1
67.9535,0.9528372,-0.1862215,-1.749256,-9.820498E-08,-3.362362E-08,-1.48217E-08,1,1,0.163601,0.07840289,-0.01304437,0.9833197,0,0,0,0,3.330854,0,0,0,1,0,0,0,-4.153611E-08,-1.202342E-08,1.848179E-09,1,1,0,0,0,1
68.0068,0.9528372,-0.1862215,-1.749256,-8.469928E-08,-2.142258E-08,-1.279928E-08,1,1,0.1636187,0.07835161,-0.01303724,0.9833209,0,0,0,0,3.330854,0,0,0,1,0,0,0,1.350571E-08,1.220104E-08,2.022416E-09,1,1,0,0,0,1
68.05412,0.9528372,-0.1862215,-1.749256,-1.063806E-07,-1.144678E-09,1.044927E-09,1,1,0.1636297,0.07830673,-0.01303062,0.9833227,0,0,0,0,3.330854,0,0,0,1,0,0,0,-2.168127E-08,2.027791E-08,1.38442E-08,1,1,0,0,0,1
68.10586,0.9528372,-0.1862215,-1.749256,-9.840765E-08,-3.643096E-08,-9.058411E-09,1,1,0.1636364,0.07826898,-0.01302485,0.9833247,0,0,0,0,3.330854,0,0,0,1,0,0,0,7.97294E-09,-3.528628E-08,-1.010333E-08,1,1,0,0,0,1
68.15588,0.9528372,-0.1862215,-1.749256,-9.193279E-08,-3.180235E-08,-1.146841E-08,1,1,0.1636407,0.07823803,-0.01302001,0.9833266,0,0,0,0,3.330854,0,0,0,1,0,0,0,6.474869E-09,4.628617E-09,-2.410005E-09,1,1,0,0,0,1
68.2037,0.9528372,-0.1862215,-1.749256,-3.447698E-08,-3.279316E-08,-1.167401E-08,1,1,0.1636433,0.07821303,-0.01301604,0.9833282,0,0,0,0,3.330854,0,0,0,1,0,0,0,5.745582E-08,-9.908118E-10,-2.055957E-10,1,1,0,0,0,1
68.25349,0.9528372,-0.1862215,-1.749256,-1.02165E-08,-3.01359E-08,-1.939948E-08,1,1,0.163645,0.07819308,-0.01301284,0.9833295,0,0,0,0,3.330854,0,0,0,1,0,0,0,2.426047E-08,2.657276E-09,-7.725453E-09,1,1,0,0,0,1
68.30567,0.9528372,-0.1862215,-1.749256,-1.000057E-08,-3.304272E-08,-2.021546E-08,1,1,0.1636461,0.07817733,-0.01301029,0.9833305,0,0,0,0,3.330854,0,0,0,1,0,0,0,2.159326E-10,-2.906818E-09,-8.159696E-10,1,1,0,0,0,1
68.35548,0.9528372,-0.1862215,-1.749256,-2.676903E-08,-1.570249E-08,-1.517563E-08,1,1,0.1636469,0.07816493,-0.01300827,0.9833315,0,0,0,0,3.330854,0,0,0,1,0,0,0,-1.676846E-08,1.734023E-08,5.039825E-09,1,1,0,0,0,1
68.40394,0.9528372,-0.1862215,-1.749256,-2.676903E-08,-1.570249E-08,-1.517563E-08,1,1,0.1636473,0.07815522,-0.01300669,0.9833322,0,0,0,0,3.330854,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
68.4536,0.9528372,-0.1862215,-1.749256,-4.548771E-08,1.936059E-08,-9.829559E-09,1,1,0.1636477,0.07814765,-0.01300545,0.9833328,0,0,0,0,3.330854,0,0,0,1,0,0,0,-1.871868E-08,3.506308E-08,5.346068E-09,1,1,0,0,0,1
68.50546,0.9528372,-0.1862215,-1.749256,-3.990178E-08,3.444043E-08,-6.577481E-09,1,1,0.1636479,0.07814176,-0.01300448,0.9833332,0,0,0,0,3.330854,0,0,0,1,0,0,0,5.585937E-09,1.507984E-08,3.252077E-09,1,1,0,0,0,1
68.55681,0.9528372,-0.1862215,-1.749256,-3.177499E-08,4.222797E-08,-3.696508E-09,1,1,0.1636481,0.07813717,-0.01300372,0.9833335,0,0,0,0,3.330854,0,0,0,1,0,0,0,1.848742E-08,2.433528E-08,9.750869E-09,1,1,0,0,0,1
68.60445,0.9528372,-0.1862215,-1.749256,1.202629E-08,7.289084E-08,1.567453E-09,1,1,0.1636482,0.07813361,-0.01300314,0.9833338,0,0,0,0,3.330854,0,0,0,1,0,0,0,3.344066E-08,1.411512E-08,-1.605941E-09,1,1,0,0,0,1
68.65515,0.9528372,-0.1862215,-1.749256,3.246639E-08,6.659268E-08,-6.387995E-10,1,1,0.1636483,0.07813085,-0.01300268,0.983334,0,0,0,0,3.330854,0,0,0,1,0,0,0,2.04401E-08,-6.298163E-09,-2.206255E-09,1,1,0,0,0,1
68.70457,0.9528372,-0.1862215,-1.749256,1.805115E-08,8.275623E-08,1.129004E-08,1,1,0.1636484,0.07812875,-0.01300234,0.9833342,0,0,0,0,3.330854,0,0,0,1,0,0,0,-1.441524E-08,1.616355E-08,1.192884E-08,1,1,0,0,0,1
